数据编号,comment,label
1907,加油[心]//@TFBOYS-易烊千玺:#致敬疫情前线医护人员#向所有医护人员致敬！希望大家都做好防护措施，愿所有人都平安健康。//@TFBOYS组合:#致敬疫情前线医护人员# 致敬伟大的医护人员们，你们辛苦了！愿大家都能平安健康[心][心][心],happy
1908,//@StarkillerBabe :?//@麻鸡拿指 ://@田冉冉只认钱 :病毒研究和疾病防控是两个概念，两套体系，用学者的辛苦研究洗地官员失职的臭sb，你们死了！,angry
1909,[给你小心心][给你小心心],happy
1910,新年快乐！武汉，加油！武汉，挺住、,happy
1911,湖北省商务厅官网显示，17日，黄谋宏曾赴该厅扶贫点枝江市问安镇昙华寺村走访慰问困难群众和困难党员，调研扶贫产业发展并看望驻村工作队队员。//@TinkerBellllllllla: //@Wee-ki:人家去慰问困难群众了…能不能别逮着人就乱喷 有多大仇啊？,angry
1912,加油啊?天佑我中华?,happy
1913,话说好多天之前我们村就通知统计有没有湖北来的人，我大河南??,fear
1914,二十五岁#欧洲杯#时，找出一天最不幸的日子来。毫无疑问，非今天莫属。她是被整个一幕惊人变故惊得是娇躯无力，四肢发软。 说时迟，那时快。整个过 #新型冠状病毒来源是野生动物# ??,sad
1915,//@王天晓天王_://@财新网:管轶表示，SARS的60%-70%的感染者都是来自个别超级传播者，传播链很清晰，只要封堵那几个人的接触者就可以了。但是这次传播源已经全面铺开了，要做流行病学调查已经做不了了。保守估计此次感染规模最终可能会是SARS的10倍起跳。我经历过这么多，大部分可控制，但这次我怕了。,fear
1916,//@德云社孙子钊:英雄们！加油！！！,happy
1917,[赞],happy
1918,尽绵薄之力，盼好事发生。 http://t.cn/A6P4M1c9,happy
1919,xbdbsh12//@蒸饺802 :加油?//@Only-For-Kun唯粉站 :武汉加油?//@蔡徐坤 :#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy
1920,照顾好自己！戴口罩！//@蔡徐坤:#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy
1921,[赞][赞][赞],happy
1922,#武汉封城#武汉加油，中国加油?? http://t.cn/R2WxoZq ??临汾·翼城县,happy
1923,致敬英雄，保护好自己！//@朱一龙工作室:#致敬疫情前线医护人员#  致敬英雄，保护好自己[心][心],happy
1924,加油加油//@蔡徐坤:#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy
1925,[感冒]有了梦想才能去开启未来[乔治][生病]纺,happy
1926,#快手向武汉捐赠一个亿#这才是有责任有温度的公司，赞[赞啊][赞啊][赞啊] #武汉封城后的市民生活# ???,happy
1927,相信科学，相信医院,happy
1928,理解万岁，尊重医护人员,happy
1929,#境内确诊217例新型冠状病毒肺炎病例# 之前在单位偷了个防毒面具找了好久找不到了，只好再买一个 ，做好万全准备[允悲] http://t.cn/Rxd1w7t ??广元,sad
1930,//@恋之白合:不要制造人为恐慌，也拒绝传播造谣，每一个做好防护工作，保护自己保护家人，相信政府相信专家，希望疫情早日得到控制???,happy
1931,你也是！//@白鹿my:希望大家一定要保护好自己[抱抱],happy
1932,希望有效,happy
1933,//@肖战工作室:感谢有你！#致敬疫情前线医护人员#?愿医护人员做好防护！注意安全！[作揖],happy
1934,谢谢,happy
1935,原来怀孕 体力真的跟不上…… 25周 怀着娃娃 跟同事们一起奋战在抗新肺炎第一线…到家倒在床上累到想哭……也不知道为什么会哭……可就是控制不好情绪。同事们连续3宿加班没有睡觉了…都照顾着我，不让我加班，不让我穿防护服出现场流调。妈妈腰不好，还要每天上下班开车接送我…爸爸每天做好吃的。还有很多人专门打电话发信息关心我，让我注意安全。有太多的感动和感恩了………希望疫情快快过去，希望大家都能平安。希望宝宝健健康康出生。,happy
1936,[good][心],happy
1937,呆在武汉的我已经瑟瑟发抖#新型冠状病毒肺炎纳入法定传染病##口罩# [允悲][允悲][允悲]口罩卖光了[费解] ??,fear
1938,12//@R1SE-焉栩嘉:#武汉加油#我们一起，打赢这场防疫战！,happy
1939,//@我叫Lisa_ABadassBitchFromHell ://@漫威重度患者 :[困]//@弹一曲克尤里里 :这个病例是 11 号发烧39.7去武汉协和就医，医院满了不接收无隔离无处理，开了点药让回家。患者 17 号一路畅行无阻飞到了大连自行去就医。 武汉疾控早在 11 号就基本瘫痪了，卫健委还连续播报了一周的“无新增案例”,angry
1940,#钟南山肯定新型冠状病毒肺炎人传人# 今年83岁钟南山院士坐阵国家级专家组，冷静应对肺炎疫情。钟老爷子查房，八十多岁的老人然在岗位上发光发热，#致敬疫情前线医护人员# [作揖]  http://t.cn/A6P47FhM ??? http://t.cn/A6P4Opi2 ??,happy
1941,[太阳],happy
1942,好他妈快啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,happy
1943,//@味味超喜坤坤://@ACFC蔡徐坤全国后援会:#蔡徐坤[超话]#| #武汉加油# 武汉加油 我们与武汉人民同在[拳头][拳头]//@蔡徐坤:#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy
1944,传播太快了，不敢出门[感冒],fear
1945,福建终于睡醒了奥[跪了],angry
1946,“武汉这个小笨蛋，不要怕，祖国妈妈和其他小朋友会帮你擦干眼泪的”一定要加油，??#武汉新型肺炎防控指挥部第2号通告##西安加油# http://t.cn/RDUnNFD ??西安,happy
1947,我喉咙痛了几天了，今天看了武汉肺炎的报道开始干咳了[允悲]我得吃点什么药呢，晚上疼的特别厉害，早上起来咳出来的痰有点红。 ??,fear
1948,//@邓伦:#致敬疫情前线医护人员# 愿所有人都健康、平安，向我们的白衣天使致敬。[爱心],happy
1949,#湖南新增5例新型肺炎确诊病例#那30万人能不能别往湖南跑了？我现在在怀化瑟瑟发抖 ??,angry
1950,//@守法周市民://@浪里赤条小粗林:[话筒][话筒][话筒][话筒][话筒]真的是这个情况 也有医生私信我这个问题 现在当地真的很多人只是害怕 但挤到医院其实真的更危险 家中自我隔离本来就是一种有效的措施,fear
1951,好郁闷呀！我前天退的票，今天免费退@中国东方航空 之前退的有补退费吗,sad
1952,//@TFBOYS-王俊凯:#致敬疫情前线医护人员# 向战斗在一线的医护工作者们致敬，大家都要保护好自己，愿平安健康//@TFBOYS组合:#致敬疫情前线医护人员# 致敬伟大的医护人员们，你们辛苦了！愿大家都能平安健康[心][心][心],happy
1953,太可怕了,fear
1954,//@上海向华: 各地腐败法官纷纷落马，唯独中层干部组团嫖娼的上海法院法官们都洁身自好、视金钱如粪土奉法律为神灵？信吗？有大检称：以审判为中心，检察机关要做好服务工作。这是违背宪法的。上海杨浦区公检法，连同政法书记一起沦陷不正说明司法机关的相互监督的已经荡然？上海的纪检是否渎职？,angry
1955,[悲伤][悲伤][悲伤],sad
1956,//@手中折扇-不减肥不改名:?不吐槽了，给老人拜个年//@邰小邰_HailOOR10969:哈哈哈哈哈哈哈哈哈哈//@啾啾啾啾酒酒酒:哈哈哈哈哈哈哈哈太可爱了,happy
1957,出门务必带上口罩?,happy
1958,拜托拜托，黄冈真的很多从武汉回来的人！！！,fear
1959,都要平安,happy
1960,特殊时期 加油加油加油?,happy
1961,//@鸟窝里的猫妖:回复@沉重月光:所以我说近几年在拼了命地开倒车啊。。。//@沉重月光:难道你没发现近年国家的大方向就去前置去审批去资格证吗？,angry
1962,这次肺炎就像是野生动物给我们人类的报复，来的那样没有理由和匆忙。 ?保护环境，爱护动物。事不宜迟。 ??,sad
1963,我    操，我看过这个……,surprise
1964,[嘘][傻眼][黑线][ali撒钱]哈哈，真的写的不错哦，顶一下子喽[作揖],happy
1965,武汉医院请求支援,fear
1966,注意安全！//@肖战工作室:感谢有你！#致敬疫情前线医护人员#?愿医护人员做好防护！注意安全！[作揖],happy
1967,身体健康,happy
1968,恶心[吐][吐][吐][吐],angry
1969,//@炉烤: //@严锋:程医生好样的[鲜花] 袭医者应为暴力付出代价！,happy
1970,江苏挺住！！全国同在。//@ajaaa-:祷告主[泪],happy
1971,#李易峰# 你的小朋友都棒棒哒[赞]//@峰能陆战队:武汉加油[心][心],happy
1972,[浮云][委屈][飞机]赞一个，很不错的样子，立马 围观去。[赞][摊手],happy
1973,真特么讽刺[赞]#荆门伤医#,angry
1974,我都快被疫情吓死了，感觉到处都是病毒，连睡觉都恨不得带上口罩。可是我家里人一点都不当回事，淡定的不行，浑身上下散发着一种我什么大风大浪没见过的气息。我:出去还是带个口罩吧，病毒多可怕啊。她:没事，我们信佛的人不会感染的。我....... ??,fear
1975,太牛了 [赞][赞],happy
1976,[摊手][摊手][摊手],sad
1977,买的1.25号的票。24号之前退票的。都不管了吗？,angry
1978,[给你小心心][给你小心心][给你小心心],happy
1979,上辈子可能是个“不过如此”的柠檬精。（）那是草莓尖尖被自己一口吃掉的感觉叭。（）大概是苦瓜汁加芥末又放到冰箱里。（）就像爱吃麻却误放了很多辣椒。（）应该是眼睛里进沙子流出的眼泪滑到嘴边。（）思念是一种很玄的东西，如影随形的渗透到我的生活里。不知觉翘起的嘴角天和我知道是因为什么。现在才发现回忆是一件很幸福的事情，我没有回忆是一件很残忍的事情，我想不起来他们的脸。回来之后很嗜睡，可能是晚上没有了安排，系统在自动调节。真希望给某人一些嗜睡因子，双方获益。第两个假期，终于结束了驾照生涯，我再也不用见到长长的队伍和凶凶的教练了。最近在学习唱歌，虽然一样乱七八糟的跑调，但...孩子是需要被鼓励的。起码我最近听歌很专一，红玫瑰被我听到了我的听歌排行前三。这两天微博推送从特别关注提醒又增加了新型冠状病毒肺炎的最新消息，感觉时不时总有人提醒我死亡就在身边。己亥年就要结束了，很开心认识你们，很开心自己可以有一个目标，从小到大第一次觉得自己要努力一把。未来可期。,happy
1980,//@易米阳光1128:[鲜花],happy
1981,车牌推断地域，我也是无语。,angry
1982,//@小美人代表月亮消灭你呀://@饭圈安利鹅:拜托大家了，帮前线医护人员想想办法吧??//@建议答案_:[泪]希望大家广泛转发，我们每天口罩都是很珍惜的在用，根本达不到四小时一更换的说法，里面雾气哈湿了吃饭的时候摘了放兜里吃完了继续用，隔离衣都是大家轮着穿的,sad
1983,向战斗在一线的医护人员致敬！//@蔡徐坤:#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy
1984,//@朱一龙工作室:#致敬疫情前线医护人员#  致敬英雄，保护好自己[心][心],happy
1985,[心]//@杨洋:#武汉加油# 一起打赢这场防疫战！ ????加油，我们都在[心],happy
1986,武汉肺炎。//@鄱阳湖畔不打渔:就为不进厨房做家务啊，也是够拼的。[哈哈],happy
1987,谢谢谢谢谢，加油,happy
1988,加油//@郑爽SZ:#致敬疫情前线医护人员# 请大家都保护好自己！致敬英雄，我们共同前行！,happy
1989,#全国确诊830例新型肺炎病例#More Geely! ??,surprise
1990,害怕……,fear
1991,//@HaughtyMercyiiii: [拳头]//@王俊凯微吧:#焕蓝梦想基金#?? http://t.cn/AiHY1vEW 致敬奋战在一线与病毒抗争的医务人员，愿所有人平安健康，愿病人早日康复，并希望所有人加强防范，保护好自己，众志成城，共度难关!@TFBOYS-王俊凯,happy
1992,赞赞//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy
1993,救救湖北，现实情况比大家想象中严峻 ???,fear
1994,[怒]哥都说了不要吃！,angry
1995,[允悲]//@栖迟暮江吟:哈哈哈哈哈哈哈哈哈哈操[拜拜][拜拜][拜拜]//@飞碟说:[汗]...看到虹桥和浦东了,happy
1996,希望热搜的数据都是这样的好消息???,happy
1997,这个时候开始拼省长了，加油啊各省省长,happy
1998,//@亚尼大帝://@一只老司机_Dang:#恳请安徽政府宣传疫情防范# 我家里人都不当回事，我这几天反复强调了，他妈的就是不理，都认为离得远[微笑]离我家四公里就确诊了一个，还他妈不当回事儿呢[微笑],angry
1999,真的过分吓人了,fear
2000,大家都要平安健康?,happy
2001,[加油],happy
2002,东乡离鹰潭好近啊[感冒][感冒],fear
2003,狗东西？？？,angry
2004,[爱你][爱你][爱你],happy
2005,[失望][微笑]加油，支持我们家的[浪][吐]覆,happy
